"Sequence","Score"
"62239/-/XX71X17X9-","141"
"1/-4-/XX7-54X7261","129"
"5/7/5/X6225-85/X9/5","148"
"1/X6/5/X4/X5/8-7/5","176"
"8/X1/2/9-2/9-32XXX","163"
"4/7/X347/3/9-621/X8-","148"
"9/5/XX51XX33-/1-","139"
"4/X6/X52XX27X6/6","170"
"X177/54723/1244X61","105"
"7/1/318-XX63269--/9","126"
"9/7/1/-/52226/X-852","117"
"3/7/X9/61X-/219/X8-","153"
"4-2/2/319/325/22XXX","117"
"35XXX9-XX8/X5-","183"
"5/9-8/-/XX322-9/7/X","140"
"54332/2/539-7/5-X4/5","114"
"1/7/X24XX3/XX6/3","181"
"X-3X61X22XX7-8-","117"
"7/729-6/1/5/-7XX61","128"
"XX-/4/X-9XX6/4/9","181"
"XXX-0XX5/8--/X31","165"
"X4/2654XX23X3/1/9","141"
"6/-17-X7/5/4/X9/X9-","146"
"-/X8/XX31354/X5/9","168"
"318-XXX-223X5/X32","136"
"X451651XX2/X7/8-","149"
"9-X6/81X1/8/-1X72","133"
"26-/45XXX1/3/X81","163"
"XX447/4-X8/9/9/X-8","164"
"X7/X4/4171X62X4/7","150"
"9--9X81X-7713/X3/7","135"
"-99--/-5368/X6/8/7/1","128"
"268/9/X3/2/X-/9/5/1","164"
"5361X9-XX3/1/XX--","147"
"5/-2X8/727/X2/4-X9-","135"
"8-2/7-5/-/X5/X2/X41","157"
"8/317/6/9-XXXX5/5","181"
"3/XX9/6/X179-X9/2","172"
"-/8-6/XXX7133X34","159"
"X549/-/X42XX-36/6","132"
"X189/XXXXX-3X81","193"
"X8-72X1/X13X54X71","139"
"4/X6/X1/X-/5/8/-2","165"
"137/XX9/X42X17X1-","152"
"3/9-2-259-9/X119/34","100"
"7/-/529-6-9/5-8-X35","101"
"X-/31XX5/52819-9/6","138"
"X26X7/XX51X1/X73","173"
"2/X4/2/31X2-61X1/9","129"
"X9-XX417/XX8/4/2","166"
"9-XXXX53542/X5/8","187"
"X9/2/631/X4/-/2/-/9","148"
"-/1/1/5/X1/X9-X62","151"
"X43725-128/2/2/9-X71","111"
"XX9/XXX9/7-4/32","190"
"7/X812/6/-8XX-/6/4","152"
"X1/1/7/XX45X6/41","159"
"4/35-023532/7/716/X64","116"
"-642626/5-X-12/31X37","89"
"9-3/8/8/9/52XXXX81","193"
"X-/147/X-0X8/X-5","126"
"-/X4/7/4-X1852X1/6","146"
"5/52X2/-/23X4/4381","119"
"X7-8/X8/XX6/X7/1","181"
"2761243/1/3/X-8321/1","108"
"5-XX5/618/35XX33","139"
"XXXX2/1-612/1343","143"
"2/9/259/XXXXXX42","218"
"X1/8/-/X52X9-XX3-","156"
"1/XX339-XX6/X42","162"
"17818/42XX242/611/-","114"
"X-/8-5/X9-8/6/4/X-9","163"
"X-34/X6/312/158/X14","125"
"-/8/5/71359-XX1/X51","152"
"3/6/9/245/1/41624-8/8","113"
"4/X-06-X34XX4/X9-","143"
"2/7-X331/-/X-73333","112"
"72XX4/8/15819-718/2","126"
"XX6-4/14-1X5/X8/2","137"
"1-5/7/3212-81/X3/9/9","125"
"-/X9/X-/8-X9--26-","142"
"XX-33/X339/14X72","122"
"1/XX44X6/9-9-6-6/4","147"
"XX9/XX637-7/XX64","196"
"XXX1/-28-7-8-7/X55","146"
"2/269/-2X8-X7/636/5","118"
"1/4/18XX8/X6/XX6-","184"
"X413/22531/3-3/2/31","89"
"727-X51XXX2/X54","158"
"71725/5-3-X218-26-5","77"
"-5XX8/X-/9-9-X9/X","170"
"XX632/63XXX12-8","154"
"X8/XX-82/X-/71X64","171"
"XX63XXX-/X8/3-","180"
"XXXX3-2452713/8/5","153"
"X729/6/2/5/X4/-472","134"
"3-6/6/-6X153/2/4/21","98"
"8/4/X42-5X8-81-624","108"
"X71-/X116-9/3/X21","115"
"XX-1XXXXX111/9","176"
"XX18X8/9-X9-5/X-3","158"
"2/2/819-1/7/6/1/5/X71","145"
"X245/3/XX7-X813/9","153"
"X712/1/4-X9-242/6/3","118"
"71-39-815/X-0X5/81","106"
"6/X7/2/4-XX8/1/11","142"
"6/X9--251171/X7-6/-","118"
"16X3/263/XX3/8-81","145"
"5/1621X-5X4/X7/-/1","122"
"X5/8/7/6-X421/2452","124"
"XXX-7X52-124174-","117"
"32X9-XXX-7-/XX-X","167"
"X7126515/81X8/X35","133"
"3/2/X5/6/X12XX8-","158"
"9-4/8/417-22X6/241/8","113"
"XX221/44-/X18X7/5","145"
"3/4/X5/2/XX627-21","148"
"XX7/XXX5/9/35X54","201"
"344/XXX8/XXX3/1","209"
"X6/8-X22442/3-X7/6","124"
"X1/631-XXX3653X52","152"
"425/618/3/X9-25-/13","112"
"XX63148117549/X45","133"
"-/2/XXXXX21X6/7","197"
"3-X9/724/X1/-/41X53","136"
"9/X-817XXX4/8/54","170"
"3/8126-0456/3/541445","95"
"9/-/X3/8/2/6/519-25","133"
"-/X2/53X16-/4/XX62","165"
"811/XX5/X9-1/179/3","154"
"2/5-1/31-/62X63X-/3","122"
"5/8/4/9-71X4/9/5/XX","162"
"4/X-63/X5/5/3-8125","129"
"X2/X31X1/XX3/3/3","167"
"434/53XXXX8-61X16","168"
"338-XXXXX-/7-7-","175"
"421/XX3/X6/X5/6/5","180"
"3/XXX3/8/1/5/X8/-","187"
"4/XXXX7-X4/X61","195"
"X31-/62-43/54X7/2-","104"
"3/5/17X6/XX13145/3","131"
"62X51X5/632/5/-4X55","124"
"5/X4/X2-X4/23X9/9","150"
"X1/11XX218/536/42","114"
"4-4/42-/-/6/XX9-1/5","142"
"9-1-52-5XXXX8-52","143"
"236/6/XX25X3/7/63","149"
"6-627/9/5/XX-59-7-","124"
"XX8/5-X7235-1X26","131"
"1/4/71X4/X31X152-","121"
"X4/5/346/14X9-4/7/X","136"
"X32X233/X-2XX5/-","129"
"6/5/5-243/6/7/8/45-/9","134"
"7/X6/352/9/54X1-X25","133"
"-/22X35X-/X1/54X7-","143"
"221/XX1854XXX13","151"
"548/233/5/X2/9-16-/5","131"
"7-1-335/X124/4/X22","102"
"XX9-X7/12-/X3/1/4","156"
"X2/-/7/X9-9/8/X12","149"
"X2/6/6/XXXXX-/X","222"
"539-4/8-X-76/XX35","136"
"2/727/21XX225/9/44","122"
"6/51X3/-76-9/XXX-6","150"
"-/8/8-54275/XX7/XX","169"
"2-X-/-/X61339/X-7","126"
"1-X-/X2/169-XXX72","164"
"7/531/7/6/X4/3/34X61","146"
"63X22X-7X9/3/X9-","132"
"1/X5/4/6/6/6/548/-7","143"
"455/33728-2/X5-18X3-","107"
"XXXX5/21X62X35","172"
"816243X4/X2/X1/X5-","159"
"127/6/X7/61X4/727-","135"
"1/X717/-/1/1/7/4/X14","144"
"X-/X176133X51X43","125"
"6-9/X8/6/81X9/XX43","170"
"X9/813-X41273/X52","123"
"XXX25623/176/XX41","162"
"XXX7/XX3/333/X4-","193"
"X13XX25X5/X7/35","145"
"3-X7-X1/54XX636/1","136"
"7/9-53X214/X351/3-","114"
"-8XX4/7221449-X-/8","136"
"-424XX9/2-4/8/X4/4","145"
"617/18X176/9/2/4271","112"
"X6/18-92/XX3/548-","144"
"X3/6/344/-73/8/-/X91","141"
"2-81-6X2636XX346/7","116"
"X635/276/265-XX2/6","132"
"9/9/9/X-/X2-6-63X27","146"
"3/8/XXXX6/XX6/5","225"
"X3-8-X6/2/6-332/54","108"
"X6/3/3-X333/XXXX","171"
"438/-1X43X-/X7-1/X","126"
"9-22814/9-5/X8/345/7","127"
"26813--/5/-/2/5/XX62","136"
"154/9/-34/9/X54XX7-","149"
"2/7/526/44359/X2/2/8","139"
"52X3/X1/-/51X-/-/8","146"
"8/XX4/-/X2/7-X6/4","172"
"4/X9-XX515/33XX19","155"
"5/6/72X9/X71X8/7/1","156"
"1/9/XXX7/-/329/34","164"
"9/4/4/81X-67/3/4116","116"
"1/2/1/6/9/7/X8/9/4/3","161"
"9/X7/427-X4/52X8-","135"
"215/XXX3/-7XX8/3","174"
"1/7/24XXX6/X35X41","172"
"X2-X4132XXX344/9","135"
"X4/18-/11X2-X3/3/8","118"
"151/8/X5-7-722/-/9-","118"
"X6/-7X4/X812-X9/8","145"
"8-X7/-42/XXX7/9-","167"
"X5/448/1/8/-/167/X-4","133"
"7/3/71XX3-42X7/72","129"
"X9-X9-6/X8-XX42","148"
"4--/7/XX337/XXX21","171"
"X2/XXXX61-/7/62","191"
"9-X18XXX6/9/X54","180"
"326/3/7-XXX54539-","142"
"1-XX525/3/XX713/3","149"
"6/3-711/X51X7/XX-8","144"
"-9-14/X6/X1/61X5/2","145"
"9-4/6262X45-/7-2781","111"
"8/X9-2/729-2/XXX12","167"
"5-2/2/62X4/X9/X9/6","157"
"XX119-X3/639/2/-2","113"
"9--/X5/X8/5-6/8135","144"
"81XX63X356/X9/X46","169"
"X6/44XX819-5/X2/9","166"
"2/X243/X-5623/26X31","124"
"XX2/X4/8-XXXX16","206"
"62X421/6/XX4/X9/X","170"
"6/7/-/6-XXX15XX44","164"
"1/-3XXXXXX235/6","191"
"7-9-X2/7/X16X1/72","143"
"8/X5/-/X18523/9-1/4","147"
"X25X9/431/9/6-7/1/9","136"
"8143X8-4-51X7/6/X7-","125"
"17X819--/-/9/XX41","138"
"9-6-14XXXX61X18","158"
"XXX7/269-53X3/6-","156"
"X-82/9/9-352/629/25","124"
"7-5-7-1/81XX-/4/4/-","124"
"44X8-X1/217/X9/X33","145"
"8/6-X-45/XX8/XX6-","170"
"6/6-X2/8/XX9/9/-1","159"
"72X7--/-5X72235/X-X","121"
"15XXX3-2/-/9/XX82","172"
"1/X81X3/4/XX8-2/6","172"
"62X279/5/81X311/81","123"
"X5/459/6/-/9/X4/3/8","159"
"XXXX8/1/X5/9-8-","195"
"8-4/5-XX6/8/8/318-","135"
"9-X129-539--/2/1/8/6","108"
"43XXX2/521/24X6/4","153"
"3/115/XX1/8/X2/14","148"
"2-X725/XX31638-2/3","121"
"XX-/7-2/14XX543-","136"
"9/1/5181818/8-63X2/1","116"
"-851XX6/X1/9-6/X73","168"
"157/7/51XXX-/815/9","160"
"5-X3/62X9-2/1741X23","116"
"8-517/9/XX-3XXX81","166"
"X7/8-8-9/1/-8XX7/7","147"
"X1/X8/2/8-XX5/44","165"
"X5/-51-4/X7/7/X35","139"
"9--/41-2329/1/6/X8/5","117"
"8/2/X2/X338/624413","130"
"12437/4/X6-XX513/5","128"
"X8--/636/6/9-6/1-7-","114"
"4/6/X4/425/X815/9/2","155"
"9-8-44XX612--/XX91","146"
"-4-47-447/X519/711/5","105"
"X5/X71-/-2X6/XX81","165"
"X6/X9-4/7/-4X2/XX","159"
"52XXX3/X6/6-36X81","170"
"2-1-X458/7/XXX61","148"
"XX72X3-62XXXX13","174"
"5/27X3/9/2/XXX61","172"
"5/X4/118--/3-X4118","106"
"6-4/X2/X3/X52633-","142"
"-/X2/XXX361/X22","179"
"X8117XX81447/XX91","169"
"4/45721/1/35X8-8-X11","110"
"9-2/X219-X1/XXX72","170"
"6/63189-7/3/9/-59/54","114"
"52-36/X183/4/1/32X9-","120"
"2/XX9/5/8/X2-X2/X","176"
"5/52638-4-X5/X1/X32","138"
"5/6-1/XX8/1/XXX8-","197"
"1551-072XXX2/7/X19","150"
"9/8/9-41224--/81X5/-","116"
"XX1471XXX54-/4/X","166"
"5323X9--0X6217-05/6","91"
"X815/9/9/5-X2/8/6/8","158"
"7/XX8/6/22714/XX-6","164"
"324/X-6X9/-7X188-","120"
"3/2/X1/3-455/2/3481","118"
"X5/XX8136-4X1/2/3","154"
"-/XX1/3/264/X62X1-","151"
"X63X3/X2/-49-X7-","135"
"8/249-546-1/71X7243","102"
"444/-4XX11X8/9--/2","117"
"9-X9/XX1-3/42XX9-","150"
"5/X517/XXX4/451/2","171"
"8/9/X5/XX5/8/XX81","209"
"62XX5-439-X-/6/5-","125"
"42356271XXX811/X6-","152"
"9/5-7/X8/2581X17-/4","128"
"4/XX9-XX517-816/9","159"
"2/-4-/X9-6/2-7/1/53","110"
"2/X5/-6XX1/X8-XX","163"
"81-4X171/XXX429-","144"
"-/5/5/8/X6/5-X1/X9-","167"
"81XX9/1/8/1/-3XX1-","143"
"25X9-X273/1/21X5-","109"
"X4/17124/-2X63X72","110"
"X8/816136X8/18XX8-","149"
"3/X7-259/9/X3/4/3/6","153"
"9-X8/X451/X9/2/1-","141"
"7241X5/7/1/X7/7-8/8","144"
"15714/81187/9/XX8/X","157"
"X7/X5/X9/9-XXXX","208"
"7/X4/-32/X214/X5/5","144"
"7/3414X5/346/2/5/X73","132"
"X5/XX5/5--/725/17","150"
"4/5181534/9-XX4/3/5","138"
"8-8/X1/X3/XXX62","190"
"436/X224/8/319-XX36","131"
"2/-/7-6/9--/9-X5/32","128"
"X51-97/32X32X9/45","112"
"4/XX817/5/1/-/XX51","173"
"2/2/612252184/6/X3/8","129"
"X7/6221337/7/1541-/1","103"
"9/9/1443523/8-1/X71","121"
"2/9/6/628/X54XX6/1","164"
"X3463X7/712/8-XX63","149"
"3-8/31X21X4/6/XX81","139"
"548-XX521-5/9/414/1","116"
"451/X6/X-08/XX1/5","155"
"4-XX54XX165/5/8-","143"
"9/-/X8-9/XXX8/X52","191"
"43XXXX139/XXX36","198"
"X3/1/52X-/7/XX7/7","174"
"811/7/1/-854X3/7/7-","125"
"44XX22XX11X7-9-","116"
"X5/9-XXX2/5/72X9-","180"
"8-3/XX3/5-2-XX1/X","154"
"4/71342/261/249/X8/X","130"
"1/-/3/437/5281XX9/6","140"
"8-XX3/-3XX4/6/5/X","159"
"7/7-X8/7/1412X3242","106"
"X729-3/7244-86/8/2/6","125"
"X189/X231/X53XX3-","150"
"X-/5/3/713-817-35X55","120"
"X1/2/2152X8/-/-/7/X","131"
"11X3--/3/6-2-XX71","108"
"X6/X5/6/4/9-9-9-X-3","149"
"72XX16-215-762325/6","98"
"X-551X61X432/9-14","107"
"2/-/8/8/5-8/XX13X43","142"
"34X-/7-2/X2/5/7/71","148"
"3/XX6-X2/81134/3/7","149"
"2-719-9-6/X815/5/7-","115"
"-/35815/9-X2362-3X44","107"
"9-72X226-XX3/XX37","148"
"XX17XX14XX421-","135"
"X3/1/362-9/6-24272/X","112"
"9/221/X4381176/5/X7-","129"
"X2/71XX32XX5-9/9","152"
"3/521/X31X9-4/XX17","147"
"7/XXXX5/3/8/169-","183"
"-0-5XX4/X9/7/1/-/-","137"
"X7/-/X72173/5-7/X91","146"
"181/9-3/3-X9/1/348/2","116"
"XXXX4/XX-/613/8","205"
"3/X9-XX2/7-2/4/3/6","157"
"X6/9-X5/611/X7/3/-","154"
"XXX43XXXX7/33","204"
"X81XXX638-2/8/7/X","175"
"X341/9-2/X9-4/X52","144"
"624/7/6/6/X9-8/619/X","148"
"7/XX9-8/42X1/4254","146"
"X45X2/3/X627/X3/6","163"
"1/723/XX15X9-5/23","134"
"712/2381XXX813/71","145"
"X8/X6/4/XX16-/2/9","170"
"4/XXX-/X-/6/8/-/8","192"
"53X6-1/62XXXXX54","188"
"XX45X8-7/X71338/4","144"
"717/147/XX9/X1/1/5","159"
"9-X9/X3/43447/8/X72","155"
"-2-2X9/4/7/X62414/4","120"
"XX1/62X155/44X1/4","143"
"353/7-X-3726/-12715","83"
"5/9-2/-/8/2/812/X7/5","150"
"X8-1/62-/X511/8/43","131"
"3145XXX6/-/2/XX45","174"
"8/8/-/X632/-/815/X82","153"
"X5/X9-X7-XX7/32","157"
"X5/72356/2/XXXX13","181"
"1/X538-7/X81-/617/7","142"
"456/9/X25X9-XXX8-","176"
"9/9-X9-XX4/-/3/X82","163"
"X-2XX3/3/26X-1X44","120"
"X117/43317/51X7-44","92"
"X71-281-/X622/X9/4","137"
"X-7XX2/42X7/-/7/6","149"
"-/X8-6/6/9/3/2-3-7/4","125"
"X-/X2/1/-16/9/9/72","146"
"X3-5/2/9/8-9-XX52","131"
"XXX-352719-X5/6/6","142"
"44547-X3/X9-X8/7-","136"
"XX5-1/X6/XX3/3/4","175"
"9/14X9-X53XX8/X-8","156"
"366/X-/3/3/-4XX4/4","147"
"4/7/54546/638/716-X3-","119"
"7/5/3/6-1/X-9X71X-8","142"
"31XX8-XX7/151/X32","157"
"-/X2/X5/9/X7-X9/5","178"
"456/XXX8/61819-6-","154"
"X8/814/XX9-XXX-5","189"
"X448/9/X8/8-X81X73","159"
"1/23XXX5/XX9/X22","195"
"9/18X1334261/6/8-3/7","112"
"X2/XXXXX62X52","206"
"8/XX6-XX718-438-","144"
"-/XX3-X-38131639/X","117"
"81147/XXX4/X8-1/-","164"
"9/6/54X7/X2/5/9-X18","162"
"X6-225/36X126/X81","112"
"-91/7/XX229/X3/3/9","158"
"7/9/8-X-8XX5235X9-","147"
"9-X3/X3/-1221/X8/7","141"
"-/9/X33X816/4/X72","151"
"X444/11348/8-257/3/2","104"
"8/X8/8-4/21X33X-/8","141"
"41-/3-XX-0XXX52","130"
"114/4/3/7-54184/6-53","101"
"XX7-2/X1/8/X8-X8-","173"
"9-36X4/7/8/9-XX3/2","156"
"5436-7357-31X81XX18","112"
"X9/X4-3/9/XX3/27","161"
"4/4/X5-X14XX43X51","138"
"5/6/5/7-7-8/5154546/5","116"
"6-XX336-X-/X3/16","135"
"X3/7/X9-441/419--7","128"
"25523/42X6/-/1-513/7","99"
"XX2/1/-09--43/XX15","133"
"XX-/X3/9/-/X42X36","170"
"-/X9-2/12XX27-/X16","149"
"8/9/-/X418/XX18X3-","151"
"7/5/539-8/X5/1/7/52","137"
"2/XX6-XXX9/729-","182"
"1/XXX7/-7X5/1-1/2","158"
"-4X2/X6/8/XX43X9-","169"
"3/3/36X5/9/X726/12","136"
"6--34/61X7/722612X37","109"
"9/XX3/9/X8/XX7/3","202"
"X-85-3/X9/XXX6/2","179"
"X35X4/4/XXX3/15","170"
"X6/XX23X146-X3/9","147"
"-71/-/X53548-54431/2","108"
"6351XXX9/6/X6/X7-","187"
"X345/6/X251/X7-X91","148"
"4/X1/X3/-/X6/-1-/5","156"
"X255/1/4/3/X4/XX17","161"
"3/62X-731X33XXX34","144"
"X33XXX5-3-X9-XX","148"
"X6/-3XX7/1-XX6-","140"
"X2/X339-X6-7-1/X61","137"
"5-169-7/X5/5/9-6/X72","143"
"X4/XX2/X-4X8/7-","164"
"-7-/6-XX27137-X8/5","125"
"5334XXX9/8/X7-6/7","173"
"X6-XX3/X1/-/X4/9","174"
"-92-X183-717--/-315","76"
"36639/X9-4/5/71X5/1","137"
"XX9/XX23X2/9/3/3","176"
"X4/X-/1/413/XX-4","148"
"271-128/X81613/X43","112"
"8/8/81X9-X9/7/7/53","150"
"-/-/4327638/8/26XX7-","131"
"3/-61/X9-547/X8/3/6","142"
"6/2772X7/4/X6/X32","144"
"3/X31635/328-X7-7/3","110"
"X14X9/X1/51515/8/2","137"
"5/X3/8-X6225419-24","119"
"7/7236X-28/4131X7/9","111"
"5181X4/9/1/8/XXX53","176"
"27518-8/3-X5/726/62","109"
"X81XX-64441X7/15","120"
"811/2--84/8/X24X71","117"
"3/X6/2/XX331/3/6/-","156"
"6/X5-8-7/6-X-/1/24","119"
"X8/-/X51X9/XX2-","148"
"16XXXX42X344271","151"
"429/X6/-48-9/XX5/2","145"
"515/1/X5/XX235/X22","153"
"7-6/X2/X1-5/X5/7-","143"
"6/273/5/-/9/1/X1-63","117"
"X51XX7/43358/XX-X","158"
"9-X2-6/-/8/523636X6-","107"
"5/6-X266-XXX8-4/3","151"
"X3-3/XX516134-/9-","125"
"81349-XX-3X8/2/63","118"
"5/XX9-3/543/X3/4-","159"
"7/5/1/X526-7/6/2244","116"
"42X3/8/538/-37-2/X31","121"
"1/7-X3/X3/1/5/X5/1","161"
"X8-1/7/61X-2X9/8/-","128"
"XX-0X-61/X3/XXX","162"
"6/3-4/8-6-3/5/8/261/4","115"
"618-2/X3-XX8/X4/7","156"
"437/17X535/531/53X14","113"
"118/4/2/9-X-/XX8/1","155"
"-/3/X8/1/7/5/9-XX1-","156"
"9-X119/7/534/433/9-","112"
"3/XXX4/-/XX3/14","183"
"1/9-8-2/17428-4/9-X54","116"
"7/9/6/7-XX-/X-053","137"
"8/X-/9/721/X2/3/X55","178"
"8/1/X7/XX9/X448/3","179"
"1/9-8161X2/XX-/8/X","162"
"9-8/XXXXX5/2/6/3","205"
"XXX32X8/34-/6/51","150"
"148/-9X4/324/XXX64","158"
"1/7/-76-7/71724/XXX","144"
"5-7/18115/-824-2X7-","77"
"53X3/9-1/7/XXXX64","199"
"2-XX8-X5-1/2/5/X91","143"
"XXX3-2/9/3-XXX18","174"
"231--/X428/419/369/X","109"
"1/5/XXX32456-XXX","173"
"8-X9/9-8/222/XXX9-","170"
"7/X8/-96-5/81-0X7/2","124"
"1/X3/X7/X-3114/X15","154"
"3/7-6/X5/42X7/X8-","150"
"3/XX-73/8-6/X-/6-","152"
"53X14X4/4/XX6/X32","163"
"XXX3/XXX9-3/2/7","209"
"X3663727/XX632-9/6","138"
"5/813-XX7/XX147/1","149"
"X8/X-/253-X8/X1/6","158"
"X5-X9-6-5327X5/14","107"
"241/311/6/32X3/81-6","110"
"6/9/331/52-8441781-7","100"
"6-9/519-X6/33XX1/7","133"
"4/62X15XXX4/-58/8","153"
"X45X4/2/X7-9-1781","130"
"X723/7/6/72X8/X51","149"
"X9-9/XXX8/X1/8/6","200"
"7/X3215-/5/2/54XX45","140"
"7/53XX-6X-23/812/4","120"
"5/1644-8X9/9-3/XX-3","135"
"XX-65/5/72-/81X9/6","146"
"X-9347/519/-/51-/2/X","119"
"X5-31X5/9/XX8/5/5","161"
"5/-/X7/63448/7/4/7/X","151"
"XXX5/-/-2XX43X55","165"
"6/XX7-X14-/5/2/X81","157"
"XXX71245/1471X23","133"
"518/5441X9/8-259-X45","116"
"3142162/X169-339/1/-","97"
"X1/6/6/9--/3/12716/X","135"
"164-537/-/X719-5/5/4","113"
"-/XX268--/X723/X46","164"
"7/62XXX7/X4/-/5/5","181"
"3/X9-5-2/-87/7-X52","119"
"3/-/11XX9--/XXX41","169"
"321232X27531/-9XX-2","100"
"72X8/4/6/-3XX-/X9-","151"
"2-7/XXX9/XX12X-6","174"
"8-X437/8/X9/6/X35","152"
"X3118178/3/X3/9-9-","125"
"8/3-431/X22X15XX5-","123"
"X4/9-7/9/X4/XX9-","184"
"4/4/1/727/XX-8X61","141"
"2/8-XX635/9/44XX8-","167"
"9/2-217-7/3/15-3X81","85"
"X9/9-7/X182262X9/2","140"
"X164/6/81X6/333/9/2","137"
"X5/4225X9--/X8/4-","133"
"X6-3/44414262X7-X55","107"
"5/XX1-6/XX6/7/X55","176"
"5/9/XX3141XX4/6-","151"
"XX4/XX6/3/X1/X-9","202"
"X1/7-2-6/X8-5/XX53","155"
"8-1-8/X265/71X1-9/7","109"
"3/2/-6X2/8-456321-5","100"
"XXXX31XX1632X53","169"
"53X1/7-3/XX4/8/17","153"
"13XX8/8/XX62314/8","164"
"-/2/2/7-4/XX9-X9/3","158"
"X17631/7/36XXX4-","146"
"XXXXX6/13X9-5/1","190"
"X81427/62XXX7/X53","173"
"713/4-7/X4-7-4-5/2/6","103"
"9-9/XXX9-622-7-X9-","152"
"3/819/53-19/3/-04-8/1","89"
"1/X9-639-4-7-13XX72","127"
"1/XXX8/1526X-863","158"
"2/4/X9-6/X-42/347/X","140"
"3/8/5-174/XXX7-31","151"
"5-7-4/6/XX1/XX9/3","171"
"81-1XX2/X1/X-/X-1","163"
"26X6/3/3/XX9/X2-","157"
"XX9/XX537-54X31","154"
"525/-/2-XX426-X7/5","118"
"3/XX2/2-72722/X7/9","153"
"61XX-/X-/X52X-/4","165"
"5/-9XX1235145/XX26","129"
"1/X1/6/1/-0X6/2/1/6","136"
"1/177-3/XX25X2/X12","145"
"3/X5-3-9/X-/1/XX82","162"
"2/9/X1/2/414/X3-X8-","144"
"2/X63X12816/X1/33","132"
"9-4/61X71176-3/X13","110"
"6/2/4/6/2423-77/X4/6","128"
"X6/8/531645X6/XX73","164"
"XX9/2/1/X6/3/-/1/1","157"
"2/X631662X-0X54X27","120"
"X4/2/366/54611/3/5/4","127"
"X-/-6713/6/6/9-5/4/3","131"
"5/4/2/4/72X-1X3/X18","137"
"4/8/XX-/X2/41351/-","155"
"8122XXXX4/5/XX-7","189"
"4/-/9/7/5/XXXX8/8","207"
"8113-18/1/43X1/-/XX","116"
"XX-/21XX8-X355/8","153"
"45XX274/721/247/4/8","135"
"2312X539-8/5-X1/9-","111"
"5-X6/-/1/7/7/1/8141","123"
"X9/-9X51719/X3/6-","131"
"6/1/43X-14-9-3/9-X34","102"
"XX45XXX7/X9/X2-","201"
"327/X5/XX1/9-6/X11","166"
"329-8--/X4/524-529/8","113"
"XX45622/XX9-7112","148"
"XX6/X-65/9-9-X4/X","165"
"352/XX54227/81X72","140"
"1/53XX-/XX31X4/7","161"
"8/14X7/X1/436-XX62","147"
"X1/7-9/9/8/5/X2/X37","176"
"4/214/5/X7/X621/23","133"
"2/1/X9-X2/5-X727/5","142"
"8-615134XX6363X25","115"
"3/637-54XXX726/7-","150"
"X9-5/8135725/XXX-X","162"
"X1345729/X-/9/XX63","160"
"XX424/X715/X616/2","148"
"XX7/X4/X1/2/4/X28","193"
"1/XXX2/3/9/23X4/9","180"
"8-5/4/341/5/-58/X2-","106"
"3/2--12/62-3X9/X42","104"
"45-/X4/817/41XX6/X","161"
"X2/XXX2/42X7/-/8","180"
"X6/6/5/XX7/8/6/61","175"
"6/9-9-X4/8/1/9-3/8/2","144"
"X45X6/X6/4/9-21-/3","146"
"5/-/6/416/-/X1/X71","141"
"27X133/XXXX9/4/5","185"
"X6/XXXX7/XX-0","197"
"2/449-4/XX6/7-2/3-","137"
"X52X-/1/X8/XX4/2","171"
"X81X5/24XX2/9/45","150"
"1/-79--4X-/9-9-6/35","108"
"-0-0X7/129-721/X41","92"
"X1/XX3-818-8/81X44","141"
"1/624/XXX518/XX4-","179"
"XX8-X5/X4/9-X62","168"
"1/-172X7/XXX621/8","160"
"4/X63-/8/5/22X1/81","144"
"X14-/8/XXXXX72","203"
"X9/168123XXX9-XX","159"
"1423X-63/X1/X7/X8-","150"
"X1/72229-X2/-/9-18","126"
"X7/X-/7/X348/728/7","164"
"26X44X4/-79/X3/8/2","141"
"X2/XX81342/X3-XX","159"
"729/176/X8-1263X3/8","124"
"529/-7X1/3/X8/31X81","133"
"1-8/2/XX512/14X9/X","136"
"XX4/268/3/XXXX17","196"
"X7/XXX5/72X-/5/6","192"
"9-X226/71XXX4/54","150"
"9-X545/6/X421-X-/6","132"
"14727/3/25XX3/18XX","129"
"XXXX35529-X2/X15","181"
"6/X6/9/X4/344/XX82","187"
"7/129-XX31XX8162","128"
"9/1-X4-3/61XX1/2/6","122"
"6/X81X2-8/X9-XX73","157"
"4/31636-53X6/X7/X36","139"
"X9/XX4/7/8-X223/X","165"
"6/XXXX2/X8/X-9","210"
"2/8/X5462X6-X9/X25","153"
"XX7/X-83/9/337/34","151"
"X9-6/XX9/6/7/7/4/8","179"
"X1/4/X7/5/622/XXX","183"
"9-7/XX11X72XX5/6","153"
"6-23X-3X8-2/52X2/8","113"
"26X8/8--69-114/2/X64","123"
"32-551-6726/71X9/X23","111"
"631/XX4/X72XXX6-","193"
"3/XXX719-9-X45X73","169"
"X17X45XX3/622/72","147"
"X728/5-7/XX1/1/4/4","148"
"X18238-4512-/X2/4/4","121"
"2/63XX32XX-34/2/2","128"
"1/X7/-/4/11X1/-/XX","147"
"81-/XX439/35XX6/-","154"
"X45-3XXX51X5/7/3","158"
"51X612/X2-X2/XX9-","152"
"-/817/X248/7-1/4/X15","143"
"1/X23X2/X435/X72","152"
"X13X6/9/7/238/1-63","112"
"X-86/-6X2/273/3/27","117"
